data,regione,zona,servizio_al_tavolo,asporto,consegna_a_domicilio,note,riferimento_normativo
11/29/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/29/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
11/30/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/30/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/1/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
12/1/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/2/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
12/2/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/3/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
12/3/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/4/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
12/4/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/5/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
12/5/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/6/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/6/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/7/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/7/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/8/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/8/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/9/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/9/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/10/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/10/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/11/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/11/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/12/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/12/2020,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 27/11/2020
12/13/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/13/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/14/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/14/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/15/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/15/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/16/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/16/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/17/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/17/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/18/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/18/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/19/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/19/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/20/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza 4/12/2020
12/20/2020,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza Min. Salute 11/12/2020
12/21/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/21/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/22/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/22/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/23/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/23/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/24/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/24/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/25/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/25/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/26/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/26/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/27/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/27/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/28/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/28/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/29/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/29/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/30/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/30/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/31/2020,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
12/31/2020,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/1/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/1/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/2/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/2/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/3/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/3/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/4/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/4/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/5/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/5/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/6/2021,Emilia-Romagna,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/6/2021,Lombardia,festività nazionali (rossa/arancione),vietato,consentito,consentito,Giorni rossi/arancioni nazionali: ristoranti chiusi; consentiti asporto e consegne,DL 18/12/2020 festività
1/7/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/7/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/8/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/8/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/9/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/9/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ritorno a colori post-feste
1/10/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/10/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/11/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/11/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/12/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/12/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/13/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/13/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/14/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/14/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/15/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/15/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/16/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/16/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021
1/17/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/17/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/18/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/18/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/19/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/19/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/20/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/20/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/21/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/21/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/22/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/22/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/23/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/23/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 16/1/2021 (poi rettificata)
1/24/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/24/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/25/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/25/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/26/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/26/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/27/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/27/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/28/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/28/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/29/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/29/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/30/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/30/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
1/31/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 8/1/2021 + 16/1/2021
1/31/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Rettifica Min. Salute 23/1/2021
2/1/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/1/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/2/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/2/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/3/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/3/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/4/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/4/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/5/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/5/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/6/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/6/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/7/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/7/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/8/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/8/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/9/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/9/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/10/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/10/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/11/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/11/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/12/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/12/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/13/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/13/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/14/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/14/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/15/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/15/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/16/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/16/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/17/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/17/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/18/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/18/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/19/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
